peak,T96h-Mac-Rep1,T96h-Mac-Rep2,T96h-Mac-Rep3,T96h-Neu-Rep1,T96h-Neu-Rep2,T96h-Neu-Rep3,T96h-Mon-Rep1,T96h-Mon-Rep2,T96h-Mon-Rep3
chr15_23565317_23565847,15,91,70,40,13,31,11,68,68
chr15_23582277_23582776,7,41,27,5,0,2,0,3,3
chr15_24772926_24773543,11,74,71,39,7,15,8,42,41
chr15_24956345_24956844,9,92,72,13,3,11,6,21,19
chr15_25438195_25438694,11,92,53,21,4,14,4,26,21
chr15_25438739_25439238,23,206,106,72,11,44,5,94,66
chr15_25544998_25545497,11,57,56,7,1,2,0,4,1
chr15_25905143_25905642,7,19,38,10,4,2,2,8,10
chr15_26082076_26082695,29,201,147,62,10,28,10,71,65
chr15_26891382_26891551,4,16,11,2,0,3,0,5,7
chr15_27017143_27017642,14,42,52,25,3,13,4,37,42
chr15_27820076_27820575,15,107,116,18,2,15,3,67,68
chr15_29269586_29270085,9,71,48,20,4,12,3,21,24
chr15_30470728_30471227,9,47,39,24,7,10,6,39,24
chr15_31325905_31326858,16,128,85,102,19,34,27,123,100
chr15_31338829_31339328,7,34,35,6,0,3,1,4,4
chr15_31870499_31870998,6,51,29,27,4,18,6,33,25
chr15_32675437_32675936,9,23,26,6,1,5,1,11,10
chr15_32684065_32684564,10,33,27,4,2,0,2,8,10
chr15_33068027_33068526,7,28,27,14,1,7,1,23,23
chr15_34038177_34038954,15,65,60,30,7,16,7,34,32
chr15_34101628_34102247,24,107,83,80,18,38,11,79,92
chr15_34209767_34210471,22,98,69,51,10,28,8,67,59
chr15_34337707_34338216,9,86,79,81,8,34,12,72,51
chr15_34367468_34367967,11,76,55,31,9,26,6,40,30
chr15_34650129_34650628,12,90,80,10,5,8,0,5,5
chr15_34969471_34970100,12,108,114,59,6,41,7,61,98
chr15_34987791_34988966,18,130,80,67,22,34,15,73,71
chr15_35545702_35546206,16,89,44,50,7,16,9,73,72
chr15_35630426_35630925,14,62,50,7,2,6,2,8,7
chr15_35671168_35671667,7,23,21,0,1,1,0,3,4
chr15_35696628_35697127,9,15,31,8,1,2,1,4,2
chr15_35705738_35706237,4,41,26,2,2,5,0,4,7
chr15_35746099_35746598,11,67,57,4,0,1,0,3,1
chr15_36357202_36357768,11,52,29,3,1,3,4,7,10
chr15_36365820_36366319,10,35,29,5,4,9,1,20,21
chr15_36579348_36579881,18,103,59,42,11,24,10,95,96
chr15_36757397_36757978,21,149,164,6,2,2,2,31,36
chr15_37824774_37825273,15,44,33,12,3,5,8,38,39
chr15_38072322_38072821,11,59,46,13,5,9,1,10,11
chr15_38129340_38129839,25,106,96,3,2,0,2,8,3
chr15_38130603_38131102,10,58,50,20,4,12,4,42,37
chr15_38251692_38252371,11,69,54,22,5,21,9,51,31
chr15_38453901_38454400,15,57,47,19,7,16,1,25,42
chr15_38671811_38672310,16,79,86,7,4,5,4,4,6
chr15_39128269_39128768,7,33,29,2,4,5,0,7,7
chr15_39326880_39327379,7,42,24,12,4,9,0,18,24
chr15_39426882_39427659,11,33,36,29,11,18,2,60,50
chr15_39624653_39625152,6,23,29,15,7,10,4,15,18
chr15_39782289_39782788,10,70,60,45,8,21,6,46,39
chr15_39920823_39921322,11,35,34,13,3,8,3,12,7
chr15_39933765_39934264,10,52,24,35,6,24,7,54,52
chr15_40088644_40089143,13,53,47,12,4,9,3,18,12
chr15_40108822_40109321,14,74,85,43,7,27,4,42,48
chr15_40160633_40161220,12,35,39,39,15,19,6,27,40
chr15_40308795_40309294,9,49,38,27,6,18,4,29,27
chr15_40323191_40323739,9,40,47,65,11,24,4,48,46
chr15_40334052_40334551,11,78,82,27,10,17,9,38,45
chr15_40357875_40358374,7,29,23,27,6,20,2,22,26
chr15_40367968_40368473,8,54,36,17,3,13,10,28,19
chr15_40382643_40383142,10,35,26,28,8,19,2,26,25
chr15_40440610_40441146,9,25,34,42,8,16,9,49,47
chr15_40564803_40565374,12,67,77,57,10,20,10,55,55
chr15_40593980_40594479,12,37,30,35,3,24,8,35,24
chr15_40694805_40695339,14,86,54,42,11,21,6,55,38
chr15_40743806_40744590,17,75,70,9,4,7,7,16,21
chr15_40754991_40755490,6,46,44,52,11,25,10,43,28
chr15_40763953_40764452,9,40,35,26,10,19,5,36,18
chr15_40807033_40807894,15,114,133,92,18,46,11,78,122
chr15_40847228_40847727,9,44,50,28,6,16,6,23,28
chr15_40894109_40894635,8,59,44,44,12,21,8,54,51
chr15_40902368_40902867,2,30,35,47,10,21,4,49,55
chr15_40952803_40953611,14,82,70,56,14,20,16,80,72
chr15_41115567_41116769,28,121,114,108,20,41,14,98,76
chr15_41230608_41231390,18,129,107,88,10,48,9,90,100
chr15_41283644_41284237,13,71,69,58,13,22,15,56,70
chr15_41332280_41332968,30,113,110,145,19,74,12,131,112
chr15_41416663_41417577,15,70,62,88,10,25,13,73,65
chr15_41621234_41622049,12,99,74,69,14,28,7,59,78
chr15_41660218_41660856,12,62,64,34,11,24,5,21,32
chr15_41774014_41774774,26,132,132,173,22,64,13,126,159
chr15_41827674_41828367,7,34,37,50,11,11,10,51,43
chr15_41972362_41972919,11,89,79,57,18,30,15,96,68
chr15_42273186_42273772,12,61,91,63,13,23,13,48,53
chr15_42495439_42495938,10,46,38,23,7,14,7,44,33
chr15_42548205_42549057,11,63,42,48,13,17,13,48,45
chr15_42575173_42575694,12,126,102,64,11,44,16,92,83
chr15_42736619_42737118,7,37,21,17,3,17,3,17,14
chr15_42920638_42921154,23,92,82,95,14,40,20,105,105
chr15_43185114_43185695,9,45,36,33,12,19,9,39,42
chr15_43370773_43371272,6,23,22,16,5,4,8,18,14
chr15_43492907_43493496,10,56,73,50,15,26,12,43,59
chr15_43510561_43511258,16,84,97,93,15,47,15,78,92
chr15_43589949_43590550,15,95,97,77,16,28,11,79,81
chr15_43689873_43690386,18,79,70,65,14,41,9,74,83
chr15_43746186_43746685,6,38,30,38,2,10,13,42,28
chr15_43791939_43792491,20,85,116,87,26,42,19,104,114
chr15_44288406_44289182,22,121,77,112,6,34,21,87,67
chr15_44426867_44427775,26,116,118,88,14,37,14,90,120
chr15_44536431_44537382,24,142,133,134,16,51,21,141,131
chr15_44663241_44664103,24,114,104,77,15,47,10,86,85
chr15_44728625_44729269,20,83,91,39,10,30,10,59,44
chr15_45198471_45199006,26,82,89,36,8,20,10,53,58
chr15_45279050_45279587,22,152,133,96,11,45,21,114,120
chr15_45402020_45403036,33,113,90,87,16,47,16,110,96
chr15_45447894_45448393,17,106,92,8,4,5,1,32,41
chr15_45456438_45457030,15,104,81,19,4,6,9,44,50
chr15_45587000_45587641,10,93,65,62,13,28,12,59,67
chr15_45634677_45635258,30,173,132,46,10,13,10,42,96
chr15_45641225_45641724,13,66,56,7,3,3,4,23,37
chr15_45868963_45869462,10,62,55,28,2,20,7,54,50
chr15_46312085_46312584,11,42,28,22,5,9,4,32,43
chr15_47384300_47384799,14,61,62,8,3,1,2,13,12
chr15_47523513_47524012,13,31,33,13,0,7,5,34,35
chr15_48330747_48331899,42,146,124,75,11,36,13,94,100
chr15_48810920_48811499,20,134,150,99,14,43,19,130,120
chr15_48877881_48878421,17,74,62,64,16,33,7,61,71
chr15_48925573_48926072,13,63,53,6,4,5,2,9,8
chr15_49046266_49046863,9,67,66,55,15,29,13,46,43
chr15_49075858_49076357,8,49,60,5,1,9,2,4,8
chr15_49155153_49156037,16,113,105,73,12,41,13,69,87
chr15_49169851_49170350,5,38,42,23,6,12,7,24,27
chr15_49620699_49621219,23,126,125,94,9,53,19,106,118
chr15_50134610_50135144,10,49,49,14,1,8,11,26,52
chr15_50354305_50354804,11,31,26,10,2,14,1,18,14
chr15_50354914_50355413,10,45,34,32,6,12,8,30,32
chr15_50424007_50424567,14,92,90,59,11,35,8,69,66
chr15_50686420_50687246,24,119,85,58,11,31,10,51,51
chr15_50765088_50765759,11,62,54,44,8,15,9,71,52
chr15_50908072_50908869,22,72,75,74,12,30,10,58,54
chr15_51093502_51094001,6,37,33,7,2,3,2,4,7
chr15_51121101_51121600,7,46,50,6,3,6,4,23,19
chr15_51234073_51234572,7,26,22,5,3,1,2,5,2
chr15_51621979_51622614,12,42,43,47,7,13,2,31,41
chr15_51622686_51623332,12,35,43,49,11,18,6,31,54
chr15_51829344_51830293,16,68,47,46,14,21,11,48,41
chr15_51971447_51972084,11,75,45,34,11,20,14,33,43
chr15_52018883_52019382,11,53,41,56,8,27,5,39,32
chr15_52179510_52180009,9,30,18,26,4,12,2,15,9
chr15_52246934_52247563,9,55,63,28,11,21,7,41,43
chr15_52568587_52569433,10,87,83,53,13,32,8,70,47
chr15_52678689_52679635,8,68,71,46,17,30,20,39,55
chr15_52737657_52738156,10,30,43,4,2,1,1,2,0
chr15_52780066_52780565,4,35,27,24,0,8,1,30,26
chr15_54803082_54803928,36,189,144,27,3,17,14,83,140
chr15_54884247_54884746,7,35,23,12,0,5,5,24,32
chr15_55116545_55117044,9,65,44,6,3,1,2,3,2
chr15_55196451_55197360,26,135,114,105,20,40,18,118,139
chr15_55221110_55221737,10,49,39,18,3,27,9,40,52
chr15_55224696_55225211,11,31,33,26,9,13,3,27,39
chr15_55318936_55319435,7,51,41,36,4,19,6,30,35
chr15_55407859_55408622,31,172,105,104,13,49,17,67,107
chr15_55993345_55993844,3,38,26,44,6,17,11,42,35
chr15_56464884_56465404,11,65,48,33,12,32,6,52,57
chr15_56733274_56733773,9,45,30,29,8,23,2,28,39
chr15_56886901_56887524,17,77,71,47,9,25,11,61,55
chr15_56918147_56918697,13,53,56,45,7,35,6,40,43
chr15_57706350_57706849,13,27,31,39,7,19,5,34,47
chr15_58146657_58147156,9,31,38,11,5,3,2,29,28
chr15_58248075_58248730,22,101,95,18,5,6,3,43,53
chr15_58331838_58332553,17,104,118,41,7,13,7,56,50
chr15_58454394_58454893,9,38,40,3,1,3,4,9,3
chr15_58521368_58521867,14,57,45,12,2,5,6,28,36
chr15_58526487_58526986,11,33,29,9,4,7,4,21,20
chr15_58749455_58750121,20,95,103,110,21,46,20,118,117
chr15_58770772_58771450,30,133,133,74,11,42,11,79,97
chr15_58933328_58934014,20,105,80,113,10,38,11,109,81
chr15_58987334_58988563,22,78,63,60,17,39,13,58,69
chr15_59104756_59105267,12,71,68,45,5,22,15,37,46
chr15_59300276_59300775,9,31,43,14,5,8,3,15,24
chr15_59657273_59657772,5,51,41,60,4,24,9,49,55
chr15_59688794_59689806,21,129,100,93,16,45,17,67,76
chr15_60017834_60018333,6,33,47,10,0,5,8,23,31
chr15_60393024_60393523,12,45,38,2,0,2,1,8,2
chr15_60408290_60408789,7,24,17,11,5,5,4,16,22
chr15_60478849_60479456,24,142,112,65,9,37,7,80,72
chr15_62059845_62060817,22,143,94,78,18,41,10,76,72
chr15_63047921_63048432,11,56,48,38,5,24,7,34,34
chr15_63122205_63122704,9,36,41,22,5,13,8,39,28
chr15_63135691_63136190,6,27,18,3,1,2,8,12,17
chr15_63157290_63157789,10,32,45,32,3,16,7,21,25
chr15_63189083_63189858,9,74,80,61,8,32,9,48,47
chr15_63246944_63247443,11,43,45,2,0,7,5,25,29
chr15_63491004_63491503,3,15,25,8,3,3,9,23,22
chr15_63503009_63503629,17,70,64,32,3,25,9,51,58
chr15_63503818_63504779,18,100,95,86,17,36,17,74,90
chr15_63600491_63600990,12,60,40,37,5,21,5,51,39
chr15_63892693_63893192,7,47,48,11,5,8,8,16,31
chr15_64010724_64011223,9,24,30,4,1,6,10,10,23
chr15_64093627_64094167,16,71,109,74,16,34,14,57,68
chr15_64162546_64163757,26,159,152,143,17,60,17,124,125
chr15_64356013_64356533,12,48,52,58,9,19,5,47,43
chr15_64381362_64381861,2,20,21,23,11,19,4,27,25
chr15_64460292_64460791,9,19,18,9,4,8,1,21,12
chr15_64825572_64826071,6,67,64,24,9,23,7,32,41
chr15_64835609_64836108,7,30,44,24,4,6,6,29,36
chr15_64841136_64841951,18,57,65,83,13,30,12,85,88
chr15_64882107_64882606,8,22,31,13,1,9,7,26,31
chr15_64893703_64894202,9,43,47,33,6,20,6,53,44
chr15_64989349_64990307,19,145,106,96,11,46,17,117,65
chr15_65185059_65185770,21,94,70,56,9,26,18,59,73
chr15_65286618_65287364,9,56,66,45,4,30,7,49,30
chr15_65421565_65422064,7,12,18,8,1,4,1,4,4
chr15_65516964_65518065,14,78,75,64,15,34,14,69,83
chr15_65611005_65611598,14,65,81,67,14,33,10,53,46
chr15_65791975_65792626,27,123,112,124,8,52,15,104,129
chr15_65869225_65869760,7,44,34,47,10,17,11,58,45
chr15_65902311_65902810,2,29,34,15,5,9,9,23,26
chr15_66386541_66387094,9,46,49,67,10,27,4,55,46
chr15_66497583_66498082,11,44,31,34,7,13,5,43,34
chr15_66700686_66701185,3,22,20,28,11,18,3,37,23
chr15_67024297_67024796,9,17,27,10,2,2,8,11,22
chr15_67175824_67175985,1,10,9,8,1,5,6,10,11
chr15_67254341_67255065,16,83,66,61,22,32,9,75,75
chr15_67520636_67521580,18,80,77,55,9,18,8,49,37
chr15_67840026_67840525,11,51,31,68,6,20,3,53,52
chr15_67884497_67884996,7,25,41,16,0,10,2,15,11
chr15_68054087_68054592,4,64,43,61,13,23,6,38,51
chr15_68229057_68229936,10,75,66,46,10,28,8,41,34
chr15_68277444_68278286,11,67,72,81,14,37,16,61,55
chr15_68333988_68334487,6,36,49,4,2,4,0,3,6
chr15_69160178_69160728,9,65,76,43,8,24,3,56,37
chr15_69305336_69305923,17,75,74,4,6,2,1,5,18
chr15_69452438_69453294,21,95,61,88,16,32,15,85,73
chr15_69462552_69463113,12,57,43,43,10,15,9,41,22
chr15_69669058_69669227,8,17,18,4,2,2,3,4,10
chr15_69718824_69719323,8,31,38,3,3,2,6,15,9
chr15_69760747_69761246,7,32,27,13,7,8,6,39,46
chr15_70089179_70089678,9,26,42,1,1,1,0,4,2
chr15_70097828_70097989,1,12,9,16,1,6,2,12,20
chr15_70099373_70099977,10,51,47,96,12,44,15,61,58
chr15_70266532_70267211,19,142,136,41,7,20,9,58,59
chr15_70348821_70349320,7,52,56,16,1,6,2,15,16
chr15_70462998_70463963,19,82,91,48,6,34,12,63,68
chr15_70486316_70487107,14,79,90,70,11,30,9,76,68
chr15_70492476_70493192,14,87,69,25,8,11,8,35,40
chr15_70507684_70508430,11,49,73,8,3,1,4,29,33
chr15_70509454_70509623,5,16,16,7,4,7,0,7,14
chr15_70763242_70763758,10,50,26,29,13,18,2,25,26
chr15_72117465_72118598,42,195,161,209,20,67,17,182,167
chr15_72231089_72231614,22,74,65,52,9,41,12,59,64
chr15_72237387_72237889,10,32,34,14,4,8,5,34,28
chr15_72272414_72273015,27,124,100,117,19,53,15,117,111
chr15_72358602_72359101,9,71,62,6,1,5,1,5,3
chr15_72473775_72475292,21,113,113,75,26,47,24,98,83
chr15_72685936_72686721,10,42,44,21,8,11,2,29,46
chr15_72783247_72784091,28,105,88,128,5,41,23,84,90
chr15_73633137_73633640,9,51,50,65,12,24,12,50,57
chr15_73683682_73684181,14,75,71,6,2,4,2,11,8
chr15_73992056_73992688,9,44,44,43,11,23,10,49,34
chr15_73994337_73994836,10,35,41,30,11,14,8,38,44
chr15_74460879_74461408,8,39,42,50,11,26,9,55,59
chr15_74535581_74536080,10,29,28,8,1,6,1,8,6
chr15_74540728_74541305,10,44,45,58,9,25,9,52,43
chr15_74546066_74546659,16,89,74,27,6,10,7,42,37
chr15_74615557_74616096,11,38,41,43,9,23,9,49,43
chr15_74787431_74788250,15,70,63,52,17,29,11,75,71
chr15_74800009_74800508,4,34,23,12,7,16,7,32,18
chr15_74872803_74873540,15,86,72,85,10,35,9,59,72
chr15_74906258_74906757,7,27,23,23,8,13,6,16,10
chr15_74937566_74938488,27,94,87,64,12,37,19,72,49
chr15_75029490_75029989,8,50,71,10,1,5,2,25,23
chr15_75042863_75043952,21,82,108,91,21,38,26,139,114
chr15_75201697_75202822,20,120,94,89,11,31,16,95,72
chr15_75367847_75368414,12,67,76,90,11,38,5,52,53
chr15_75451534_75452254,39,169,183,277,28,128,36,212,213
chr15_75453982_75454525,36,168,114,196,15,88,23,168,172
chr15_75625597_75626096,9,42,38,38,7,15,4,41,49
chr15_75639513_75640553,27,137,119,103,21,59,17,97,97
chr15_75903626_75904125,7,56,29,25,7,22,8,36,36
chr15_76336221_76336908,8,54,42,44,14,28,10,72,61
chr15_76905037_76905536,7,40,18,36,6,16,4,29,28
chr15_76931363_76931978,21,71,51,75,13,34,11,75,53
chr15_77002910_77003485,13,72,74,7,2,7,12,25,25
chr15_77014352_77014851,14,40,53,17,4,14,6,16,20
chr15_77420043_77420622,14,61,60,61,15,31,6,76,65
chr15_77699595_77699766,2,7,13,20,9,15,6,15,6
chr15_78046682_78047181,7,30,35,5,2,11,1,11,10
chr15_78082404_78082903,6,19,43,8,5,12,6,25,16
chr15_78149005_78149866,20,87,83,67,14,34,10,75,60
chr15_78437556_78438441,13,68,77,76,15,37,18,63,59
chr15_78872624_78873318,9,42,45,30,8,17,6,45,18
chr15_78915279_78915778,5,28,26,15,4,12,6,26,19
chr15_78926836_78927335,12,59,62,13,3,5,4,16,13
chr15_78976886_78977385,6,25,31,8,2,3,6,8,10
chr15_78988500_78988999,8,34,39,16,2,7,3,22,29
chr15_79595950_79596449,6,25,33,24,6,13,2,25,17
chr15_79923042_79924023,26,131,118,108,22,61,15,93,87
chr15_80059188_80059840,25,96,80,88,17,41,14,91,75
chr15_80934602_80935397,18,70,76,14,2,11,2,9,5
chr15_80955716_80956215,9,33,38,2,0,2,0,6,9
chr15_80989619_80990125,8,59,39,43,7,22,6,47,40
chr15_81293808_81294470,13,26,31,22,4,14,2,13,21
chr15_81311672_81312171,8,41,32,16,2,16,5,45,34
chr15_81312960_81313459,9,41,40,5,1,2,3,23,25
chr15_81324028_81324608,14,92,96,64,7,42,12,80,88
chr15_82046747_82047456,22,159,88,107,17,42,16,124,80
chr15_82262303_82263009,27,120,96,48,11,38,8,66,49
chr15_82548733_82549232,10,42,44,5,1,3,1,3,1
chr15_82709602_82710201,8,32,38,26,9,19,8,28,29
chr15_82809231_82810163,16,96,82,59,16,46,15,75,58
chr15_82832498_82833479,11,62,57,10,5,10,7,17,27
chr15_83010806_83011963,24,82,83,46,13,28,13,54,61
chr15_83067008_83067595,23,110,91,39,5,32,7,58,33
chr15_83108421_83109031,18,115,114,25,7,11,12,75,76
chr15_84600668_84601196,8,50,46,47,10,32,13,49,56
chr15_84631100_84631683,11,49,55,48,11,18,8,37,53
chr15_84633221_84633928,17,54,49,33,7,19,9,38,25
chr15_84654031_84654530,9,57,39,36,4,10,9,43,31
chr15_84715921_84716420,20,86,70,41,7,16,5,48,46
chr15_84735027_84735887,14,51,47,36,10,21,10,33,37
chr15_84748699_84749198,5,25,19,14,3,12,4,10,11
chr15_84840743_84841337,10,39,44,11,5,12,1,18,9
chr15_84980452_84981557,26,136,101,97,15,48,10,102,101
chr15_85330900_85331399,7,46,58,15,6,7,5,21,21
chr15_85380217_85380716,10,50,57,47,3,28,3,51,43
chr15_85623553_85624052,5,33,37,14,3,3,3,11,11
chr15_85649306_85649805,12,36,35,7,4,5,2,6,12
chr15_85667992_85668491,7,24,28,4,5,4,1,15,20
chr15_85794759_85795258,11,61,45,51,7,22,6,60,49
chr15_86624507_86625006,17,73,88,8,4,4,1,20,10
chr15_87761994_87762493,8,33,34,30,5,19,7,52,53
chr15_88467197_88467696,13,51,51,44,7,18,6,31,44
chr15_88546502_88547001,17,73,73,50,4,24,6,56,70
chr15_88620945_88621579,10,81,61,49,10,21,9,50,53
chr15_88638604_88639255,10,64,50,18,4,10,7,57,38
chr15_88982486_88982985,10,33,34,10,2,5,4,7,5
chr15_89002198_89002770,10,54,72,10,9,7,0,14,9
chr15_89068144_89068643,12,67,57,17,2,12,5,26,26
chr15_89087707_89088565,39,239,186,163,32,75,33,187,180
chr15_89167767_89168266,9,46,47,4,0,7,5,14,15
chr15_89334699_89335233,20,136,121,100,17,57,22,116,132
chr15_89358555_89359277,4,25,24,42,15,16,9,28,24
chr15_89364140_89364639,4,17,19,10,6,5,7,11,17
chr15_89575060_89575576,23,95,87,101,20,67,14,88,99
chr15_89750590_89751089,6,31,22,30,11,18,4,19,17
chr15_89893698_89894197,15,63,44,36,9,22,7,34,35
chr15_89974442_89974941,3,17,21,11,5,6,8,18,26
chr15_90034910_90035602,14,58,68,10,12,16,12,33,34
chr15_90059423_90059949,13,42,64,66,13,36,9,50,57
chr15_90102286_90102785,2,32,23,23,4,19,6,24,14
chr15_90233688_90234326,18,85,84,98,10,36,13,91,62
chr15_90265176_90265947,12,52,52,57,7,15,11,43,33
chr15_90387790_90389005,17,73,82,125,17,36,16,114,114
chr15_90660397_90660896,8,51,39,15,3,11,6,26,20
chr15_90717013_90717616,17,69,80,79,13,39,13,69,75
chr15_90869663_90870162,15,62,53,8,6,5,4,39,30
chr15_90915740_90916247,9,37,32,17,8,10,8,32,33
chr15_90954654_90955153,13,57,50,40,8,11,4,20,38
chr15_90994420_90995023,14,80,76,71,12,31,12,60,58
chr15_91942920_91943419,10,38,35,11,7,8,6,12,19
chr15_92803708_92804338,16,149,117,24,3,17,15,76,82
chr15_92808932_92809574,21,98,97,119,14,54,15,114,103
chr15_92820169_92820668,8,36,24,28,6,11,5,20,26
chr15_92882206_92882768,25,129,122,110,11,54,17,117,109
chr15_92904103_92904652,19,98,92,101,19,48,12,121,110
chr15_93236137_93236636,8,51,67,20,10,11,9,53,50
chr15_93829371_93829914,30,133,147,11,4,5,3,23,21
chr15_94174333_94174947,13,47,55,23,2,15,4,41,45
chr15_94206434_94206933,4,24,12,25,5,18,6,28,53
chr15_94230838_94231588,12,66,70,17,5,10,10,44,45
chr15_96273689_96274188,9,47,51,7,1,3,4,6,3
chr15_96285345_96286221,30,108,118,6,3,7,6,20,26
chr15_96356834_96357333,7,42,29,41,4,17,2,34,31
chr15_97691694_97692198,8,41,50,7,3,4,1,7,1
chr15_97947858_97948357,7,17,18,4,3,2,2,2,3
chr15_97960192_97960740,46,205,219,214,41,110,31,243,282
chr15_98788096_98788595,11,67,72,7,3,4,4,13,11
chr15_98852278_98852777,5,38,43,34,5,9,11,43,30
chr15_99251023_99251584,8,60,73,66,11,24,11,91,78
chr15_99403471_99403970,8,38,41,13,6,2,1,5,6
chr15_99414765_99415264,16,51,33,16,4,8,4,11,6
chr15_99454867_99455366,9,48,59,10,3,4,2,5,2
chr15_99565335_99566143,12,71,53,43,6,16,10,43,21
chr15_99733192_99733774,10,48,57,57,11,30,12,62,41
chr15_99928285_99928784,7,26,22,40,6,18,6,34,24
chr15_100341867_100342397,3,51,40,44,12,25,8,59,48
chr15_100350072_100350571,4,34,40,22,8,18,1,27,24
chr15_100601931_100602716,29,160,138,195,20,89,25,171,153
chr15_101169856_101170025,6,12,9,2,1,4,1,2,2
chr15_101207755_101208254,19,33,40,12,4,6,3,28,30
chr15_101251761_101252674,17,91,61,78,12,39,10,64,42
chr15_101276808_101277824,17,102,67,79,14,33,12,59,42
chr15_101294612_101295448,15,76,55,74,10,29,11,58,71
chr15_101455527_101456026,11,39,31,7,1,3,1,16,13
chr15_101651999_101652568,14,86,52,62,10,22,9,70,74
chr15_101724177_101724676,8,44,52,40,3,15,7,32,36
chr15_KI270849v1_alt_52021_52520,chr15_KI270849v1_alt_52021_52520,0,0,0,0,0,0,0,0
chr15_KI270850v1_alt_329285_329784,chr15_KI270850v1_alt_329285_329784,0,0,0,0,0,0,0,0
chr15_KI270850v1_alt_337732_338231,chr15_KI270850v1_alt_337732_338231,0,0,0,0,0,0,0,0
chr15_KI270905v1_alt_1544678_1545700,chr15_KI270905v1_alt_1544678_1545700,0,0,0,0,0,0,0,0
chr15_KI270905v1_alt_3612040_3612652,chr15_KI270905v1_alt_3612040_3612652,0,0,0,0,0,0,0,0
chr16_53412_53959,19,93,72,87,16,33,18,80,84
chr16_229003_229727,15,58,42,64,11,17,7,48,37
chr16_234438_235051,21,59,58,53,9,21,11,62,41
chr16_327223_327722,13,51,57,12,9,9,7,20,35
chr16_352759_353258,4,38,19,39,7,11,14,44,45
chr16_589223_590105,18,147,141,196,22,68,18,157,155
chr16_636250_637284,26,97,67,99,21,48,17,80,94
chr16_642186_643046,17,97,59,64,12,27,12,52,44
chr16_648802_649415,13,42,43,46,11,15,9,48,42
chr16_679849_680493,12,73,51,62,8,24,12,65,71
chr16_740594_741230,10,51,53,54,12,19,6,39,32
chr16_807520_808056,14,43,41,44,17,16,7,39,31
chr16_818819_818980,0,12,10,10,2,5,7,7,7
chr16_970684_971220,8,60,50,64,11,36,10,76,64
chr16_1025246_1025745,8,25,24,41,20,29,9,28,25
chr16_1308822_1309340,7,62,38,68,5,32,11,61,56
chr16_1342984_1343483,4,31,33,63,12,26,18,58,52
chr16_1351581_1352080,6,33,29,25,7,13,3,30,18
chr16_1420500_1421108,21,111,86,166,14,61,18,147,128
chr16_1458593_1459092,9,17,23,13,3,3,0,6,6
chr16_1470859_1471358,16,48,55,12,4,11,6,23,21
chr16_1474864_1475363,17,42,32,28,9,21,4,44,23
chr16_1492833_1493332,6,24,22,31,5,15,6,27,22
chr16_1611851_1612366,23,91,76,123,17,47,15,108,105
chr16_1677943_1678478,18,60,66,63,14,29,11,63,45
chr16_1705692_1706437,19,69,58,70,26,36,11,82,41
chr16_1782437_1783139,38,190,169,198,22,84,25,162,164
chr16_1826653_1827427,26,97,100,94,22,39,14,82,60
chr16_1964616_1965199,19,71,81,74,22,52,8,71,78
chr16_1971777_1972276,8,42,32,41,5,17,4,38,34
chr16_1983718_1984319,19,63,55,55,9,30,9,43,47
chr16_1992031_1992200,4,22,10,14,1,3,1,15,7
chr16_2023021_2023520,3,28,32,34,10,20,4,30,28
chr16_2047669_2048168,17,82,74,57,8,20,4,46,33
chr16_2155201_2155865,32,145,136,175,31,58,25,150,129
